,ano,mes,dia,tipo_dia,festivo,fin_semana,y
5683,2011,2,9,2,0,1,109.55122833333331
8722,2019,6,6,3,0,1,142.374341
3664,2005,7,31,6,0,0,72.05740766666666
359,1996,7,13,5,0,0,1.2544583333333332
5299,2010,1,21,3,0,1,148.407392
4562,2008,1,15,1,0,1,88.22385233333334
6743,2014,1,4,5,0,0,158.02802666666668
2923,2003,7,21,0,0,1,72.343219
294,1996,5,9,3,0,1,2.6624583333333334
2099,2001,4,18,2,0,1,67.11517366666668
255,1996,3,31,6,0,0,2.7000000000000006
4851,2008,10,30,3,0,1,101.930884
6431,2013,2,26,1,0,1,154.496233
8106,2017,9,28,3,0,1,131.83143766666666
216,1996,2,21,2,0,1,9.445833333333333
6998,2014,9,16,1,0,1,141.60081166666666
8248,2018,2,17,5,0,0,131.91696233333332
3297,2004,7,29,3,0,1,54.03096566666667
6540,2013,6,15,5,0,0,139.69109766666665
174,1996,1,10,2,0,1,34.83183333333333
331,1996,6,15,5,0,0,2.841708333333333
1506,1999,9,3,4,0,1,33.79538
1680,2000,2,24,3,0,1,44.01979866666667
7390,2015,10,13,1,0,1,1183.5832776666666
7254,2015,5,30,5,0,0,239.665252
7758,2016,10,15,5,0,0,207.49871700000003
6422,2013,2,17,6,0,0,161.18430066666667
3397,2004,11,6,5,0,0,70.389958
8180,2017,12,11,0,0,1,91.10220366666664
5552,2010,10,1,4,0,1,126.30012366666666
4536,2007,12,20,3,0,1,83.52089600000001
8259,2018,2,28,2,0,1,146.20169033333335
1046,1998,5,31,6,0,0,17.64716
5029,2009,4,26,6,0,0,107.898555
4512,2007,11,26,0,0,1,72.647255
8953,2020,1,23,3,0,1,368.3025
823,1997,10,20,0,0,1,154.18502833333332
2029,2001,2,7,2,0,1,80.11497233333334
6608,2013,8,22,3,0,1,123.407384
3516,2005,3,5,5,0,0,76.84863
9246,2020,11,11,2,0,1,221.115
3430,2004,12,9,3,0,1,68.248239
2784,2003,3,4,1,0,1,68.91977666666666
7367,2015,9,20,6,0,0,331.557515
4960,2009,2,16,0,0,1,121.77581066666666
5820,2011,6,26,6,0,0,43.932339000000006
751,1997,8,9,5,0,0,35.74116333333333
5345,2010,3,8,0,0,1,221.44288133333336
3228,2004,5,21,4,0,1,69.84881433333334
4159,2006,12,8,4,1,1,54.34751166666666
2018,2001,1,27,5,0,0,74.56092233333332
3661,2005,7,28,3,0,1,77.12840766666666
2197,2001,7,25,2,0,1,40.43772766666667
2756,2003,2,4,1,0,1,77.08460466666666
4243,2007,3,2,4,0,1,99.08621333333332
1408,1999,5,28,4,0,1,25.34641
4069,2006,9,9,5,0,0,105.09713466666666
2644,2002,10,15,1,0,1,64.84532033333333
3635,2005,7,2,5,0,0,59.899241
8587,2019,1,22,1,0,1,217.6454513333333
5288,2010,1,10,6,0,0,198.85393366666665
7833,2016,12,29,3,0,1,103.41017366666664
1199,1998,10,31,5,0,0,21.900986666666668
7544,2016,3,15,1,0,1,883.4118119999999
3640,2005,7,7,3,0,1,68.17840766666667
7611,2016,5,21,5,0,0,146.70607366666664
3360,2004,9,30,3,0,1,73.58035333333333
8847,2019,10,9,2,0,1,412.544227
1692,2000,3,7,1,0,1,35.22750033333333
8811,2019,9,3,1,0,1,199.037234
6258,2012,9,6,3,0,1,163.020499
3989,2006,6,21,2,0,1,66.84936133333333
1934,2000,11,4,5,0,0,45.286828333333325
4399,2007,8,5,6,0,0,109.14768066666666
7679,2016,7,28,3,0,1,135.92117066666663
2026,2001,2,4,6,0,0,61.68534733333333
260,1996,4,5,4,1,1,2.0238333333333336
3781,2005,11,25,4,0,1,55.80632533333334
8112,2017,10,4,2,0,1,119.14000266666666
7681,2016,7,30,5,0,0,138.67195666666666
1320,1999,3,1,0,0,1,22.62132166666667
5864,2011,8,9,1,0,1,110.90253766666667
7862,2017,1,27,4,0,1,132.357124
5824,2011,6,30,3,0,1,42.268734
6904,2014,6,14,5,0,0,390.598536
6369,2012,12,26,2,0,1,184.76657866666665
5053,2009,5,20,2,0,1,131.68972666666667
8545,2018,12,11,1,0,1,179.145492
5769,2011,5,6,4,0,1,64.349036
2095,2001,4,14,5,0,0,58.90684033333333
6574,2013,7,19,4,0,1,198.28332333333333
5445,2010,6,16,2,0,1,77.91243233333334
6450,2013,3,17,6,0,0,128.55511266666667
8641,2019,3,17,6,0,0,215.97200633333333
3492,2005,2,9,2,0,1,74.80703899999999
5949,2011,11,2,2,0,1,63.86564033333334
7528,2016,2,28,6,0,0,868.2458253333334
6314,2012,11,1,3,0,1,184.42981333333333
4247,2007,3,6,1,0,1,106.99513
8575,2019,1,10,3,0,1,330.5230256666667
3032,2003,11,7,4,0,1,59.729826333333335
8948,2020,1,18,5,0,0,355.72875
7594,2016,5,4,2,0,1,157.39590833333332
4225,2007,2,12,0,0,1,105.82856166666666
3344,2004,9,14,1,0,1,54.24243666666666
1429,1999,6,18,4,0,1,27.01708666666667
6311,2012,10,29,0,0,1,161.66716
4646,2008,4,8,1,0,1,96.60720766666668
3005,2003,10,11,5,0,0,56.186072
6548,2013,6,23,6,0,0,153.86052933333335
1489,1999,8,17,1,0,1,32.36813333333333
7179,2015,3,16,0,0,1,242.5164873333333
5900,2011,9,14,2,0,1,91.46608966666666
1008,1998,4,23,3,0,1,44.06799333333333
6747,2014,1,8,2,0,1,164.43264200000002
804,1997,10,1,2,0,1,184.7684033333333
7987,2017,6,1,3,0,1,68.82724066666667
9080,2020,5,29,4,0,1,414.2941666666666
1672,2000,2,16,2,0,1,48.82071533333333
6827,2014,3,29,5,0,0,138.62150666666665
1863,2000,8,25,4,0,1,53.152058
90,1995,10,18,2,0,1,3.015416666666667
7569,2016,4,9,5,0,0,417.695642
3894,2006,3,18,5,0,0,64.739953
4924,2009,1,11,6,0,0,132.594981
180,1996,1,16,1,0,1,29.20833333333333
7766,2016,10,23,6,0,0,212.2463123333333
1951,2000,11,21,1,0,1,66.08087
4821,2008,9,30,1,0,1,90.36369866666666
4205,2007,1,23,1,0,1,95.932443
3485,2005,2,2,2,0,1,81.51120566666667
7420,2015,11,12,3,0,1,700.5526563333333
3323,2004,8,24,1,0,1,53.756059666666665
6732,2013,12,24,1,0,1,152.96975700000002
3114,2004,1,28,2,0,1,63.771082666666665
7145,2015,2,10,1,0,1,166.63482666666667
3639,2005,7,6,2,0,1,68.630491
3480,2005,1,28,4,0,1,78.08807966666667
4789,2008,8,29,4,0,1,75.83341066666667
6931,2014,7,11,4,0,1,148.62689833333334
5793,2011,5,30,0,0,1,64.76101566666667
1673,2000,2,17,3,0,1,48.424882
1006,1998,4,21,1,0,1,49.840493333333335
3932,2006,4,25,1,0,1,62.18979733333333
6812,2014,3,14,4,0,1,142.39992199999998
6451,2013,3,18,0,0,1,123.616709
6064,2012,2,25,5,0,0,115.89311133333332
110,1995,11,7,1,0,1,15.988083333333334
2820,2003,4,9,2,0,1,84.343599
7627,2016,6,6,0,1,1,154.64755933333333
7991,2017,6,5,0,0,1,68.48435166666667
354,1996,7,8,0,0,1,1.191375
5620,2010,12,8,2,1,1,45.406981
2766,2003,2,14,4,0,1,62.169188
4341,2007,6,8,4,0,1,68.290495
617,1997,3,28,4,1,1,19.360606666666666
9129,2020,7,17,4,0,1,143.455
4812,2008,9,21,6,0,0,81.41319866666667
1972,2000,12,12,1,0,1,57.721266333333325
3118,2004,2,1,6,0,0,59.530124666666666
6447,2013,3,14,3,0,1,149.42845966666667
382,1996,8,5,0,0,1,2.15625
8657,2019,4,2,1,0,1,254.33297
6360,2012,12,17,0,0,1,203.1452243333333
1886,2000,9,17,6,0,0,51.13111
8988,2020,2,27,3,0,1,306.0225
2262,2001,9,28,4,0,1,41.89153533333333
165,1996,1,1,0,1,1,13.089458333333331
7694,2016,8,12,4,0,1,151.01495066666666
479,1996,11,10,6,0,0,25.08333333333333
1391,1999,5,11,1,0,1,30.24224333333333
8496,2018,10,23,1,0,1,106.02861733333334
4093,2006,10,3,1,0,1,152.034797
5110,2009,7,16,3,0,1,122.17802533333332
2662,2002,11,2,5,0,0,52.38794566666667
4810,2008,9,19,4,0,1,87.030782
6622,2013,9,5,3,0,1,138.859029
1380,1999,4,30,4,0,1,21.77841833333333
281,1996,4,26,4,0,1,2.1194166666666665
9048,2020,4,27,0,0,1,328.31333333333333
4166,2006,12,15,4,0,1,57.65730333333334
6194,2012,7,4,2,0,1,70.74661766666667
1373,1999,4,23,4,0,1,26.685126666666665
7366,2015,9,19,5,0,0,318.67478666666665
4034,2006,8,5,5,0,0,69.56261333333333
24,1995,8,13,6,0,0,34.32783333333333
1,1995,7,21,4,0,1,4.924333333333333
3075,2003,12,20,5,0,0,50.38562533333334
2904,2003,7,2,2,0,1,66.63526066666667
2986,2003,9,22,0,0,1,62.30056966666666
5404,2010,5,6,3,0,1,150.46485733333333
4350,2007,6,17,6,0,0,90.94132833333332
8893,2019,11,24,6,0,0,205.11066766666667
6552,2013,6,27,3,0,1,183.9612703333333
9061,2020,5,10,6,0,0,306.44666666666666
2480,2002,5,4,5,0,0,37.208547
2696,2002,12,6,4,0,1,68.258991
5951,2011,11,4,4,0,1,86.33751333333333
8571,2019,1,6,6,0,0,314.0623796666667
6298,2012,10,16,1,0,1,216.46333933333327
8097,2017,9,19,1,0,1,102.12831066666666
6332,2012,11,19,0,0,1,145.0707173333333
1483,1999,8,11,2,0,1,30.743133333333333
7920,2017,3,26,6,0,0,78.518231
7097,2014,12,24,2,0,1,161.14318566666665
4769,2008,8,9,5,0,0,76.01382733333334
7304,2015,7,19,6,0,0,186.755124
537,1997,1,7,1,0,1,18.780436666666667
360,1996,7,14,6,0,0,1.254
8924,2019,12,25,2,1,1,275.69171166666666
117,1995,11,14,1,0,1,12.380416666666669
4785,2008,8,25,0,0,1,64.671619
4152,2006,12,1,4,0,1,81.01726166666667
8785,2019,8,8,3,0,1,113.21691400000002
8141,2017,11,2,3,0,1,135.529057
7177,2015,3,14,5,0,0,224.07091866666667
6889,2014,5,30,4,0,1,462.6787376666667
945,1998,2,19,3,0,1,166.13209333333333
5504,2010,8,14,5,0,0,84.270083
332,1996,6,16,6,0,0,1.6870833333333335
5473,2010,7,14,2,0,1,90.19267133333334
9309,2021,1,13,2,0,1,133.34666666666666
8942,2020,1,12,6,0,0,309.29125
7237,2015,5,13,2,0,1,323.46385533333336
8088,2017,9,10,6,0,0,126.369921
7859,2017,1,24,1,0,1,148.969493
6741,2014,1,2,3,0,1,148.83819066666666
8503,2018,10,30,1,0,1,159.318841
6228,2012,8,7,1,1,1,118.69617466666666
1624,1999,12,30,3,0,1,33.84328666666667
7242,2015,5,18,0,1,1,389.09743733333335
6516,2013,5,22,2,0,1,136.83653566666666
1014,1998,4,29,2,0,1,33.804993333333336
2168,2001,6,26,1,0,1,41.34761133333333
3070,2003,12,15,0,0,1,53.73145866666667
4181,2006,12,30,5,0,0,58.080845
9273,2020,12,8,1,1,1,123.52500000000002
5989,2011,12,12,0,0,1,51.155044
2360,2002,1,4,4,0,1,30.06477633333333
231,1996,3,7,3,0,1,7.104166666666667
4768,2008,8,8,4,0,1,99.68757733333332
6942,2014,7,22,1,0,1,175.34261966666668
967,1998,3,13,4,0,1,95.33456
2423,2002,3,8,4,0,1,46.294864
5972,2011,11,25,4,0,1,54.093635
8135,2017,10,27,4,0,1,166.36420866666666
5047,2009,5,14,3,0,1,98.00164333333332
2391,2002,2,4,0,0,1,55.38788333333334
8983,2020,2,22,5,0,0,576.5191666666667
2257,2001,9,23,6,0,0,40.19153533333333
2537,2002,6,30,6,0,0,34.055658
1120,1998,8,13,3,0,1,21.190776666666668
3233,2004,5,26,2,0,1,67.21189766666667
6664,2013,10,17,3,0,1,190.77662766666663
2336,2001,12,11,1,0,1,39.87191066666667
4804,2008,9,13,5,0,0,83.03819866666667
5670,2011,1,27,3,0,1,122.19521166666668
6658,2013,10,11,4,0,1,163.70701966666667
3627,2005,6,24,4,0,1,66.84251166666667
9237,2020,11,2,0,1,1,189.47708333333333
5126,2009,8,1,5,0,0,134.25114033333332
668,1997,5,18,6,0,0,38.383721666666666
4855,2008,11,3,0,1,1,72.41079366666666
1867,2000,8,29,1,0,1,56.443766333333336
3258,2004,6,20,6,0,0,41.936309666666666
1353,1999,4,3,5,0,0,20.30604333333333
8273,2018,3,14,2,0,1,212.6909643333333
317,1996,6,1,5,0,0,1.56625
2058,2001,3,8,3,0,1,87.56499133333334
8629,2019,3,5,1,0,1,317.92955966666665
1648,2000,1,23,6,0,0,32.32645466666667
2012,2001,1,21,6,0,0,57.185839
5423,2010,5,25,1,0,1,138.48187933333335
2240,2001,9,6,3,0,1,58.898868666666665
9268,2020,12,3,3,0,1,115.08416666666666
7185,2015,3,22,6,0,0,171.22006399999998
6894,2014,6,4,2,0,1,437.13047166666666
7110,2015,1,6,1,0,1,213.011126
7577,2016,4,17,6,0,0,166.59772133333334
3724,2005,9,29,3,0,1,74.65727533333333
1968,2000,12,8,4,1,1,44.47114133333333
1949,2000,11,19,6,0,0,29.880119583333336
6590,2013,8,4,6,0,0,173.90794000000002
1568,1999,11,4,3,0,1,32.118790000000004
870,1997,12,6,5,0,0,136.92854166666666
2861,2003,5,20,1,0,1,66.757402
7421,2015,11,13,4,0,1,668.263423
7296,2015,7,11,5,0,0,220.82001266666668
6155,2012,5,26,5,0,0,40.23655466666667
8128,2017,10,20,4,0,1,157.1142573333333
2828,2003,4,17,3,1,1,76.57026566666666
4502,2007,11,16,4,0,1,66.96029666666666
1647,2000,1,22,5,0,0,35.13895466666667
6388,2013,1,14,0,0,1,192.11613
2132,2001,5,21,0,0,1,41.583458666666665
8662,2019,4,7,6,0,0,220.03021566666663
3157,2004,3,11,3,0,1,72.12916466666667
1066,1998,6,20,5,0,0,19.53224
690,1997,6,9,0,1,1,23.567246666666662
1356,1999,4,6,1,0,1,24.383876666666666
8909,2019,12,10,1,0,1,332.9333083333333
984,1998,3,30,0,0,1,76.90556
2586,2002,8,18,6,0,0,43.11611166666668
1961,2000,12,1,4,0,1,68.03376633333333
8911,2019,12,12,3,0,1,359.1692703333333
9413,2021,4,27,1,0,1,181.77
1935,2000,11,5,6,0,0,37.96570333333333
9033,2020,4,12,6,0,0,258.77166666666665
2807,2003,3,27,3,0,1,78.56644333333332
2610,2002,9,11,2,0,1,49.965463666666665
7896,2017,3,2,3,0,1,168.07206333333332
7327,2015,8,11,1,0,1,211.707993
1848,2000,8,10,3,0,1,48.339683
1795,2000,6,18,6,0,0,37.907291666666666
3942,2006,5,5,4,0,1,56.591956333333336
2176,2001,7,4,2,0,1,42.17501933333333
5426,2010,5,28,4,0,1,144.12913933333334
577,1997,2,16,6,0,0,20.61763333333333
75,1995,10,3,1,0,1,12.409208333333334
6965,2014,8,14,3,0,1,158.377148
8286,2018,3,27,1,0,1,174.13481166666665
3909,2006,4,2,6,0,0,53.457172333333325
2633,2002,10,4,4,0,1,53.652987
3326,2004,8,27,4,0,1,53.51818466666666
7621,2016,5,31,1,0,1,132.34567866666666
6960,2014,8,9,5,0,0,159.54541600000002
8260,2018,3,1,3,0,1,138.68059133333335
2059,2001,3,9,4,0,1,84.872783
3324,2004,8,25,2,0,1,54.17272633333334
9390,2021,4,4,6,0,0,157.17
1488,1999,8,16,0,1,1,30.576466666666665
2273,2001,10,9,1,0,1,46.26643833333333
5495,2010,8,5,3,0,1,62.301637
868,1997,12,4,3,0,1,134.267875
7631,2016,6,10,4,0,1,172.56738233333337
6893,2014,6,3,1,0,1,417.607243
2188,2001,7,16,0,0,1,39.969186
3774,2005,11,18,4,0,1,48.73590866666667
2704,2002,12,14,5,0,0,65.85565766666666
166,1996,1,2,1,0,1,15.389
7024,2014,10,12,6,0,0,139.36231966666668
1220,1998,11,21,5,0,0,24.113915
207,1996,2,12,0,0,1,10.1625
9026,2020,4,5,6,0,0,254.3325
6551,2013,6,26,2,0,1,191.824313
2379,2002,1,23,2,0,1,42.79560966666667
7239,2015,5,15,4,0,1,447.03493733333335
7687,2016,8,5,4,0,1,129.378241
9057,2020,5,6,2,0,1,275.9604166666667
5430,2010,6,1,1,0,1,133.06291333333334
4771,2008,8,11,0,0,1,88.01916066666666
2580,2002,8,12,0,0,1,45.453945
1760,2000,5,14,6,0,0,34.009515666666665
5988,2011,12,11,6,0,0,43.421927333333336
523,1996,12,24,1,0,1,7.75
673,1997,5,23,4,0,1,34.86984666666667
6415,2013,2,10,6,0,0,207.07031666666668
2706,2002,12,16,0,0,1,65.596491
5290,2010,1,12,1,0,1,173.45080866666663
7095,2014,12,22,0,0,1,194.86233166666668
1236,1998,12,7,0,0,1,21.19598333333333
1734,2000,4,18,1,0,1,48.31357966666667
8297,2018,4,7,5,0,0,119.66310733333334
7951,2017,4,26,2,0,1,93.12607666666668
8967,2020,2,6,3,0,1,395.07083333333327
7253,2015,5,29,4,0,1,287.23390233333333
2236,2001,9,2,6,0,0,48.20224366666667
8470,2018,9,27,3,0,1,133.96143433333333
4381,2007,7,18,2,0,1,85.12818166666666
2801,2003,3,21,4,0,1,81.71894333333333
4275,2007,4,3,1,0,1,98.93609433333334
6382,2013,1,8,1,0,1,174.97894499999998
578,1997,2,17,0,0,1,30.0173
3371,2004,10,11,0,0,1,73.267915
6399,2013,1,25,4,0,1,200.0913086666667
5368,2010,3,31,2,0,1,286.177923
5597,2010,11,15,0,1,1,86.01244933333332
4379,2007,7,16,0,0,1,77.81318166666667
258,1996,4,3,2,0,1,3.6
8487,2018,10,14,6,0,0,72.43596166666667
2624,2002,9,25,2,0,1,53.60588033333334
5749,2011,4,16,5,0,0,41.827907
3133,2004,2,16,0,0,1,74.03012466666667
185,1996,1,21,6,0,0,19.33758333333333
1450,1999,7,9,4,0,1,26.404056666666666
8224,2018,1,24,2,0,1,113.09639866666669
951,1998,2,25,2,0,1,103.99171833333332
4964,2009,2,20,4,0,1,111.09206066666668
4351,2007,6,18,0,1,1,83.62216166666667
6126,2012,4,27,4,0,1,49.823866333333335
4690,2008,5,22,3,0,1,98.81309333333331
4016,2006,7,18,1,0,1,58.70932633333334
2734,2003,1,13,0,0,1,67.088151
9341,2021,2,14,6,0,0,253.4670833333333
6470,2013,4,6,5,0,0,179.98036833333333
9350,2021,2,23,1,0,1,265.2041666666667
3141,2004,2,24,1,0,1,75.10054133333334
3649,2005,7,16,5,0,0,94.48257433333332
4522,2007,12,6,3,0,1,89.11856266666666
2349,2001,12,24,0,0,1,31.608660666666665
2022,2001,1,31,2,0,1,97.93592233333334
3252,2004,6,14,0,1,1,50.207143
6348,2012,12,5,2,0,1,184.5076633333333
3287,2004,7,19,0,0,1,52.289299
5877,2011,8,22,0,0,1,79.52784566666666
8296,2018,4,6,4,0,1,111.579035
5756,2011,4,23,5,0,0,35.35667433333334
1656,2000,1,31,0,0,1,44.11607966666667
8569,2019,1,4,4,0,1,375.750485
3612,2005,6,9,3,0,1,64.21751166666667
6087,2012,3,19,0,1,1,128.291133
9021,2020,3,31,1,0,1,202.7783333333333
7096,2014,12,23,1,0,1,161.50995766666668
3597,2005,5,25,2,0,1,68.74382366666667
7981,2017,5,26,4,0,1,68.31793533333334
7481,2016,1,12,1,0,1,659.9492673333333
9106,2020,6,24,2,0,1,227.28583333333333
7846,2017,1,11,2,0,1,118.11043
5740,2011,4,7,3,0,1,113.931393
8015,2017,6,29,3,0,1,66.26022333333334
847,1997,11,13,3,0,1,191.6955333333333
7344,2015,8,28,4,0,1,151.97055933333334
8061,2017,8,14,0,0,1,79.24516799999999
5051,2009,5,18,0,0,1,129.56435166666668
807,1997,10,4,5,0,0,85.11273666666666
4230,2007,2,17,5,0,0,103.614395
688,1997,6,7,5,0,0,28.18683
202,1996,2,7,2,0,1,4.556666666666667
928,1998,2,2,0,0,1,133.13105166666668
2087,2001,4,6,4,0,1,63.99271533333334
9091,2020,6,9,1,0,1,420.0625
5565,2010,10,14,3,0,1,130.57946366666667
8208,2018,1,8,0,1,1,132.06279666666669
5925,2011,10,9,6,0,0,76.49269466666665
5536,2010,9,15,2,0,1,104.72315333333334
2378,2002,1,22,1,0,1,41.441443
6142,2012,5,13,6,0,0,38.39798
5629,2010,12,17,4,0,1,78.72152200000001
513,1996,12,14,5,0,0,6.152208333333333
8715,2019,5,30,3,0,1,135.80362233333332
4796,2008,9,5,4,0,1,48.33199033333333
5119,2009,7,25,5,0,0,125.01323366666666
1477,1999,8,5,3,0,1,30.39988333333333
1850,2000,8,12,5,0,0,50.02722466666666
3766,2005,11,10,3,0,1,61.818825333333336
7186,2015,3,23,0,1,1,157.85292466666667
2891,2003,6,19,3,0,1,73.78969666666667
2950,2003,8,17,6,0,0,68.87967666666667
1541,1999,10,8,4,0,1,31.84737
229,1996,3,5,1,0,1,7.885708333333333
9062,2020,5,11,0,0,1,328.89916666666664
5454,2010,6,25,4,0,1,102.99052566666668
3281,2004,7,13,1,0,1,63.96013233333333
9198,2020,9,24,3,0,1,142.30166666666668
7907,2017,3,13,0,0,1,133.51984933333333
2810,2003,3,30,6,0,0,78.30769333333333
1815,2000,7,8,5,0,0,47.18983166666666
5113,2009,7,19,6,0,0,132.094692
2794,2003,3,14,4,0,1,80.03477666666667
6309,2012,10,27,5,0,0,134.17599033333332
3464,2005,1,12,2,0,1,85.52974633333334
1943,2000,11,13,0,1,1,30.99270333333333
6787,2014,2,17,0,0,1,194.06727633333333
4815,2008,9,24,2,0,1,94.895032
7212,2015,4,18,5,0,0,134.06760833333334
4704,2008,6,5,3,0,1,82.79049
6705,2013,11,27,2,0,1,153.5492396666667
4988,2009,3,16,0,0,1,119.42297033333334
8658,2019,4,3,2,0,1,231.585786
6377,2013,1,3,3,0,1,182.89274166666667
1530,1999,9,27,0,0,1,33.59929666666667
9109,2020,6,27,5,0,0,240.98125
1148,1998,9,10,3,0,1,25.636983333333333
4583,2008,2,5,1,0,1,99.689663
920,1998,1,25,6,0,0,151.09221166666666
6471,2013,4,7,6,0,0,205.94305133333333
4616,2008,3,9,6,0,0,77.23990500000001
8645,2019,3,21,3,0,1,262.82217533333335
772,1997,8,30,5,0,0,46.05541333333333
2237,2001,9,3,0,0,1,52.44803533333334
9269,2020,12,4,4,0,1,115.67666666666666
573,1997,2,12,2,0,1,22.093633333333333
2180,2001,7,8,6,0,0,39.44001933333333
6008,2011,12,31,5,0,0,53.44069866666666
7121,2015,1,17,5,0,0,204.732761
5518,2010,8,28,5,0,0,102.245084
2973,2003,9,9,1,0,1,73.722403
5383,2010,4,15,3,0,1,251.331206
7529,2016,2,29,0,0,1,868.654446
2047,2001,2,25,6,0,0,76.926764
3785,2005,11,29,1,0,1,69.79153366666667
8310,2018,4,20,4,0,1,116.163385
1746,2000,4,30,6,0,0,36.992746333333336
6561,2013,7,6,5,0,0,217.092474
7394,2015,10,17,5,0,0,885.458772
7772,2016,10,29,5,0,0,203.9951576666667
6973,2014,8,22,4,0,1,172.97917333333336
1511,1999,9,8,2,0,1,40.36788
4028,2006,7,30,6,0,0,39.175243
2178,2001,7,6,4,0,1,41.18647766666667
5881,2011,8,26,4,0,1,81.78967833333333
7617,2016,5,27,4,0,1,155.96102066666666
1916,2000,10,17,1,0,1,50.882174
1115,1998,8,8,5,0,0,17.443985
614,1997,3,25,1,0,1,26.20369
6491,2013,4,27,5,0,0,162.43899533333334
7065,2014,11,22,5,0,0,162.87641233333332
1005,1998,4,20,0,0,1,54.174868333333336
2819,2003,4,8,1,0,1,82.59943233333333
2541,2002,7,4,3,0,1,37.175783333333335
3408,2004,11,17,2,0,1,66.71591633333333
5935,2011,10,19,2,0,1,55.38962533333333
160,1995,12,27,2,0,1,19.051791666666663
1035,1998,5,20,2,0,1,24.72766
7850,2017,1,15,6,0,0,84.86502833333334
8035,2017,7,19,2,0,1,87.24203533333333
3596,2005,5,24,1,0,1,68.02244866666666
1527,1999,9,24,4,0,1,32.29538
6280,2012,9,28,4,0,1,256.993603
2208,2001,8,5,6,0,0,42.373545666666665
7427,2015,11,19,3,0,1,822.4410613333333
2500,2002,5,24,4,0,1,32.083547
3058,2003,12,3,2,0,1,57.25062533333334
3610,2005,6,7,1,0,1,41.46751166666667
2875,2003,6,3,1,0,1,55.018946666666665
2181,2001,7,9,0,0,1,41.698352666666665
6158,2012,5,29,1,0,1,49.55989666666667
4870,2008,11,18,1,0,1,114.249377
6247,2012,8,26,6,0,0,131.40379966666666
2449,2002,4,3,2,0,1,60.830682
8404,2018,7,23,0,0,1,104.97634133333332
5060,2009,5,27,2,0,1,136.47601833333334
7928,2017,4,3,0,0,1,110.74268966666666
7646,2016,6,25,5,0,0,115.151569
1737,2000,4,21,4,1,1,29.844121333333334
6123,2012,4,24,1,0,1,91.82887066666666
6630,2013,9,13,4,0,1,157.30021366666668
8267,2018,3,8,3,0,1,177.407812
53,1995,9,11,0,0,1,15.0515
633,1997,4,13,6,0,0,20.073645000000003
5277,2009,12,30,2,0,1,129.20296133333332
3846,2006,1,29,6,0,0,68.35237966666666
996,1998,4,11,5,0,0,58.60432666666667
468,1996,10,30,2,0,1,3.95675
2435,2002,3,20,2,0,1,61.287114
5353,2010,3,16,1,0,1,181.8595833333333
6307,2012,10,25,3,0,1,145.78571499999998
2571,2002,8,3,5,0,0,46.36611166666666
8787,2019,8,10,5,0,0,138.32313033333332
4947,2009,2,3,1,0,1,123.94785233333332
5746,2011,4,13,2,0,1,82.113557
7425,2015,11,17,1,0,1,822.2750613333333
7315,2015,7,30,3,0,1,160.45690266666665
524,1996,12,25,2,1,1,7.466666666666666
4141,2006,11,20,0,0,1,64.09649866666666
653,1997,5,3,5,0,0,31.08263833333333
5818,2011,6,24,4,0,1,61.95236133333333
4579,2008,2,1,4,0,1,95.98612133333334
3246,2004,6,8,1,0,1,60.037768
3503,2005,2,20,6,0,0,73.294539
6233,2012,8,12,6,0,0,143.231469
1132,1998,8,25,1,0,1,23.03581833333333
4673,2008,5,5,0,1,1,91.74430166666669
4095,2006,10,5,3,0,1,163.94346366666664
162,1995,12,29,4,0,1,25.116791666666668
8344,2018,5,24,3,0,1,74.158421
1838,2000,7,31,0,0,1,40.15987333333333
4729,2008,6,30,0,1,1,62.96265666666668
3802,2005,12,16,4,0,1,80.92396799999999
4000,2006,7,2,6,0,0,38.316243
8036,2017,7,20,3,1,1,68.04210933333333
9244,2020,11,9,0,0,1,214.26166666666663
7091,2014,12,18,3,0,1,162.8103043333333
7363,2015,9,16,2,0,1,300.77683666666667
3478,2005,1,26,2,0,1,75.60887133333334
7935,2017,4,10,0,0,1,108.43760533333334
8452,2018,9,9,6,0,0,73.95113633333334
6534,2013,6,9,6,0,0,129.83385766666666
6396,2013,1,22,1,0,1,183.2974113333333
2384,2002,1,28,0,0,1,54.701443000000005
8455,2018,9,12,2,0,1,94.13515666666667
5412,2010,5,14,4,0,1,145.680282
344,1996,6,28,4,0,1,1.25475
5312,2010,2,3,2,0,1,127.49713766666667
2482,2002,5,6,0,0,1,38.40438033333333
9220,2020,10,16,4,0,1,187.0483333333333
510,1996,12,11,2,0,1,11.533333333333331
9050,2020,4,29,2,0,1,352.2625
3817,2005,12,31,5,0,0,75.917718
2472,2002,4,26,4,0,1,45.03901533333334
8532,2018,11,28,2,0,1,108.11465466666664
7881,2017,2,15,2,0,1,196.37336066666668
9231,2020,10,27,1,0,1,264.4420833333333
9289,2020,12,24,3,0,1,210.60666666666663
2901,2003,6,29,6,0,0,62.17228
5985,2011,12,8,3,1,1,44.796046
1524,1999,9,21,1,0,1,32.69121333333334
4212,2007,1,30,1,0,1,99.35773466666669
2226,2001,8,23,3,0,1,43.373545666666665
405,1996,8,28,2,0,1,3.777416666666667
1754,2000,5,8,0,0,1,33.975224
572,1997,2,11,1,0,1,28.414591666666663
4186,2007,1,4,3,0,1,68.30727633333333
4603,2008,2,25,0,0,1,90.595288
8859,2019,10,21,0,0,1,327.6870543333334
